F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Label,Prob
1.425,1.63,1.258,0.582,-0.553,1.189,-0.318,1.334,0.479,-0.711,-2.934,-2.12,1,0.636
-0.687,0.65,0.067,-0.107,-0.385,-0.378,-0.973,1.104,-0.911,-0.416,3.569,-0.56,0,0.132
-0.985,0.574,-2.111,-0.656,-0.386,-0.006,0.28,1.546,1.818,1.825,-0.497,-0.528,1,0.805
-0.797,0.612,-0.463,-0.452,0.235,0.44,2.157,-1.824,0.763,-1.755,-0.254,2.248,0,0.778
-1.087,-0.282,-0.246,1.824,0.445,-0.293,-1.029,-1.239,1.065,0.339,-0.256,0.803,1,0.510
0.474,2.338,0.387,-1.58,0.291,0.768,-1.246,1.178,0.276,0.997,0.962,0.338,0,0.577
-0.405,0.547,0.037,1.369,1.089,0.91,2.202,-0.337,1.306,-2.242,-0.787,-1.613,1,0.854
0.397,-0.311,-0.119,-0.216,-0.634,0.994,-0.288,2.944,-1.73,-0.397,0.543,-0.101,0,0.326
-0.229,-0.027,0.833,2.539,1.015,1.271,0.76,0.912,-3.355,2.227,-0.471,2.658,1,0.452
-0.337,1.141,-0.335,-0.983,0.02,-1.488,1.752,1.327,0.582,1.622,0.235,-0.261,0,0.660
0.0,0.342,-1.347,-1.051,0.27,2.491,-0.473,-0.014,0.092,-0.178,-1.381,-1.728,1,0.318
-1.919,0.18,-1.64,-0.888,-0.318,-0.29,-1.469,0.889,0.184,1.126,-1.472,-2.109,0,0.494
-0.335,-0.084,-0.999,1.7,0.192,1.094,0.277,-1.068,-0.359,1.609,-1.239,-0.348,1,0.496
-0.935,0.529,-1.366,1.386,0.027,1.44,0.183,-1.055,-0.781,-1.515,1.228,0.325,0,0.203
-1.111,-0.359,1.757,0.108,-0.031,-0.991,1.15,0.012,-0.814,-3.053,-1.303,1.018,1,0.609
-0.157,0.998,1.302,-1.481,-1.829,0.11,-0.726,-0.873,-2.043,1.277,-0.941,-0.22,0,0.185
1.349,0.813,-1.141,1.482,-1.777,-0.343,-1.643,0.506,0.171,-0.632,-0.188,-0.77,1,0.295
1.351,0.197,0.189,3.334,-1.86,0.541,-0.625,0.757,-0.746,-2.206,0.505,-2.025,0,0.159
-0.32,1.536,-0.283,-0.643,-0.739,1.35,-1.646,2.317,-0.341,-1.191,0.092,-2.243,1,0.568
-1.108,0.249,-1.196,0.826,1.33,-1.618,0.825,-0.383,0.234,-0.457,1.932,-1.761,0,0.171
-2.263,0.83,1.306,-0.677,0.846,-0.175,-0.912,-1.234,2.105,0.447,-0.855,-0.034,1,0.690
-1.161,-0.018,0.193,0.29,0.504,-0.286,-0.243,0.92,-0.596,0.099,2.21,-1.138,0,0.145
-1.325,0.621,-6.165,-0.082,-1.017,-1.163,-1.389,-1.376,1.466,1.663,0.126,-0.526,1,0.868
-1.41,1.614,-0.493,0.246,1.228,0.069,-0.19,1.508,0.283,-1.676,-1.05,-1.921,0,0.415
0.476,0.892,0.3,-1.481,0.877,1.184,-0.247,-0.335,2.197,-0.646,0.082,-0.585,1,0.596
0.853,-1.187,0.41,0.335,1.409,-0.788,0.482,0.43,0.636,0.586,2.672,-2.27,0,0.535
1.144,1.487,0.597,0.121,0.153,0.613,-0.464,-1.168,0.87,-0.914,2.287,-0.472,1,0.439
-0.345,0.255,-1.239,0.748,-1.736,0.364,-1.652,1.518,-2.972,0.04,-1.503,-1.758,0,0.085
0.248,0.692,-0.95,2.368,-0.71,1.223,1.448,-2.239,-0.17,1.502,-0.046,2.434,1,0.539
-0.118,-0.063,-0.508,0.597,-0.368,0.993,-1.079,0.283,-0.887,-0.882,-1.236,-0.87,0,0.270
-0.907,0.476,0.464,0.472,0.038,1.508,-0.645,0.487,0.727,0.291,0.231,0.194,1,0.592
0.705,-0.371,-0.355,1.284,-0.673,1.811,-0.598,-1.356,1.461,0.411,-2.498,-0.578,0,0.455
-0.235,-1.224,-1.851,-3.196,0.01,0.852,-0.378,1.538,0.413,-0.211,-1.531,1.595,1,0.609
-0.374,-0.142,0.217,0.58,0.991,-0.99,-1.308,-0.154,-0.288,0.055,-2.75,2.122,0,0.437
-1.105,-0.954,-0.241,-0.849,-2.308,-2.722,0.136,1.988,0.517,2.688,-1.046,-0.729,1,0.966
-1.502,-0.191,0.359,-1.33,-0.076,-0.308,-0.371,-1.02,-0.54,0.379,-0.45,0.733,0,0.500
0.772,0.174,0.217,0.39,0.325,0.292,-1.906,-1.247,0.431,-2.211,-0.896,-0.276,1,0.592
0.261,0.575,-1.046,1.438,-0.467,-2.97,-0.548,0.353,0.957,-1.442,0.279,2.293,0,0.130
-1.606,-0.331,1.79,-1.003,0.876,2.698,-0.878,4.491,-0.168,-0.799,0.381,-0.368,1,0.830
-1.233,-1.172,3.619,-0.103,2.233,0.131,2.12,-1.452,0.946,-2.014,1.139,-1.147,0,0.570
-0.131,2.097,0.314,-1.797,1.447,0.792,1.164,-0.023,-0.682,-2.02,-1.762,-1.995,1,0.845
0.27,0.803,1.066,0.525,-2.646,-0.067,-1.281,0.888,-0.104,-1.371,2.263,-0.018,0,0.170
-1.728,0.622,-3.345,-0.332,0.21,-0.25,-2.026,1.116,0.124,0.694,-1.129,-0.39,1,0.671
0.132,-0.068,-0.55,-0.169,1.453,2.069,-0.642,-1.209,0.506,0.185,-1.063,0.413,0,0.395
-0.925,-1.435,0.113,0.638,-0.675,0.554,-0.904,-0.702,0.081,0.419,-0.304,-2.104,1,0.691
2.854,0.284,2.127,-1.017,0.58,0.397,0.435,-0.215,-0.635,-1.816,-1.322,-1.756,0,0.474
-1.07,-1.171,0.848,0.223,-0.595,0.696,-1.26,-0.708,1.402,-0.246,-1.206,0.726,1,0.424
0.931,-0.099,-0.632,-0.022,-0.87,-1.425,-0.83,1.903,2.891,-0.801,-0.664,-1.357,0,0.524
-1.505,0.646,0.526,1.001,-0.112,0.59,2.221,0.998,-0.764,-1.169,-0.733,2.003,1,0.770
-0.271,1.051,-0.682,-0.956,0.039,-1.194,-0.384,-0.103,-0.321,0.021,-1.429,2.352,0,0.262
-0.41,-0.073,-0.894,-0.786,-0.027,1.725,-2.005,1.606,0.203,-1.091,0.315,-0.769,1,0.639
-2.477,-0.465,-0.199,0.642,-1.527,1.374,0.051,-0.254,-0.678,0.718,-0.432,1.627,0,0.366
0.096,-0.282,-2.851,-1.317,-0.86,0.205,2.14,-1.985,-1.117,-0.788,-1.569,1.289,1,0.617
-0.777,-1.364,1.704,0.512,-1.613,1.615,-0.968,0.652,2.087,-0.51,-0.058,0.168,0,0.540
-1.845,1.26,2.222,-0.704,-1.864,-0.823,-0.49,1.052,0.906,-0.715,0.308,-0.37,1,0.640
0.362,0.568,-0.091,0.019,0.389,-0.105,0.96,-1.185,-0.475,0.852,-0.939,0.19,0,0.329
1.194,0.94,-0.596,-0.513,0.732,0.301,-1.048,1.418,0.124,-0.245,-1.502,-1.561,1,0.429
1.696,0.016,-0.874,0.07,-0.789,0.95,-1.226,0.429,-0.58,-2.953,-0.082,0.643,0,0.369
-1.382,-1.999,0.633,-0.619,0.285,1.431,-0.869,1.888,-0.112,-0.236,1.568,-0.298,1,0.888
0.358,-0.134,-0.733,0.923,0.03,2.1,0.685,-1.417,-1.154,-1.367,0.219,-0.948,0,0.219
-0.292,1.776,1.001,-2.173,0.771,-0.726,0.323,-1.473,0.17,-0.619,-1.63,-0.209,1,0.433
-0.027,0.454,-0.98,0.665,-2.3,-1.225,3.835,1.206,-0.07,-1.739,0.52,-0.123,0,0.340
-1.141,0.906,-3.364,-0.266,-2.075,0.939,-1.78,0.744,1.935,2.13,-1.882,-0.323,1,0.816
-0.653,0.638,-0.333,-0.616,1.488,-0.178,-1.092,3.146,-1.099,-0.038,-0.118,-0.455,0,0.357
-0.269,1.151,-0.224,1.537,0.688,1.419,-2.136,0.22,0.363,1.182,1.166,-0.639,1,0.531
-0.316,0.119,0.471,-0.002,1.575,-0.508,0.227,-0.62,0.489,1.072,1.428,-0.557,0,0.562
1.891,0.307,1.081,0.258,-0.344,0.011,-1.364,-0.893,-0.009,-0.925,-2.038,-0.756,1,0.336
0.428,0.283,-1.618,-0.429,0.849,-0.603,0.501,1.538,0.466,0.066,1.505,-0.943,0,0.463
-0.998,1.255,0.803,-0.502,1.454,0.819,-0.529,-1.012,-2.124,-0.891,1.427,0.397,1,0.482
-0.264,0.326,-1.246,0.099,-0.127,0.125,-0.179,-0.802,-0.289,0.235,-2.492,3.627,0,0.223
-0.892,-0.499,-0.134,-0.618,0.539,1.681,0.094,1.098,0.935,0.85,-1.637,-0.238,1,0.686
-1.705,0.112,0.33,2.563,-1.101,-2.411,-0.453,-0.435,0.855,0.995,-0.762,-2.623,0,0.427
1.021,-1.195,-2.814,-0.552,0.436,-0.887,0.604,-0.629,-0.795,2.935,-0.859,2.676,1,0.931
2.132,0.051,1.57,1.711,0.858,0.68,0.046,-1.097,0.744,-1.256,0.67,1.368,0,0.598
-0.388,0.468,0.598,-1.099,1.028,-1.918,0.262,0.246,0.031,-0.877,0.579,0.18,1,0.458
-0.685,0.045,-0.387,0.493,-1.18,0.287,-1.012,-0.843,-0.563,-0.046,-0.32,-0.505,0,0.258
0.186,-0.262,0.062,-0.018,0.672,0.955,1.014,-0.821,0.204,-0.602,-0.303,-0.937,1,0.714
0.391,0.418,-1.652,3.181,-0.309,1.026,-1.502,0.761,-0.335,-0.145,2.369,0.021,0,0.240
-2.239,-0.46,-1.604,0.127,0.481,0.491,0.38,-1.895,1.004,-1.921,0.315,-1.762,1,0.512
1.364,0.451,-0.259,0.149,2.413,-0.714,-0.741,-1.223,-0.379,0.096,0.744,0.214,0,0.221
-0.38,-1.1,1.641,0.596,1.47,0.065,-0.533,1.791,0.229,-0.495,0.918,-0.226,1,0.709
-0.701,1.352,-0.152,-0.44,-3.211,-0.496,-0.128,1.631,-0.829,0.259,1.368,-1.912,0,0.137
-2.364,0.256,-0.044,0.092,2.473,-1.442,0.272,0.127,0.406,1.602,0.602,-1.128,1,0.775
-1.688,-0.083,-0.464,-0.678,0.454,0.883,-0.969,3.168,0.77,-0.599,-0.364,0.495,0,0.779
0.191,-1.038,-0.157,-0.739,2.309,0.211,-1.349,-1.785,-0.077,-1.577,-0.37,-2.027,1,0.825
-0.344,-0.308,-0.271,-1.337,0.878,0.208,-0.242,-0.758,-0.696,0.789,1.599,-1.781,0,0.348
3.893,-1.031,0.534,-0.223,1.915,0.69,-0.742,-1.396,0.938,0.476,-0.298,1.242,1,0.423
0.808,-0.667,0.071,-1.144,3.138,0.365,-0.769,1.05,-0.474,0.247,-1.046,-2.424,0,0.636
-1.097,1.115,1.756,0.169,1.252,-0.078,2.814,0.588,-3.867,-0.261,0.402,0.642,1,0.405
-0.851,0.999,0.397,-1.862,0.012,0.142,0.048,0.085,1.395,0.655,-1.108,0.649,0,0.471
0.705,-1.515,0.217,1.014,-0.486,0.813,-1.186,0.538,1.585,-0.211,-0.342,-1.142,1,0.826
0.685,0.601,-0.778,0.943,-0.756,3.886,0.136,0.879,-0.908,1.565,-0.086,-2.684,0,0.108
-0.181,-0.637,-1.481,-0.374,-0.243,-0.211,1.407,0.783,0.758,-1.97,1.029,-0.132,1,0.831
-3.599,0.127,1.208,1.964,1.499,0.293,-0.004,0.112,0.153,-2.161,-1.878,0.246,0,0.414
-1.463,0.02,-0.364,0.416,-1.691,-0.956,-2.396,-0.521,1.24,-2.742,0.516,-0.081,1,0.493
-0.208,0.634,-0.5,-0.702,-0.068,0.335,1.132,-0.39,-0.069,0.019,-1.768,-1.49,0,0.414
0.33,0.033,-0.62,-1.553,3.124,0.451,2.019,0.122,0.196,-2.561,-0.244,3.041,1,0.830
2.456,-0.239,-2.121,1.529,0.127,0.428,0.137,-2.411,-0.347,-0.893,0.31,-1.139,0,0.221
-1.799,2.187,0.492,-0.392,-0.023,0.615,0.501,-1.469,0.317,0.168,1.216,-1.403,1,0.722
-2.484,-0.146,-1.413,0.038,1.812,-1.111,-1.816,-1.238,1.172,0.901,0.138,-1.834,0,0.369
-0.911,1.194,0.975,-0.512,2.609,-0.64,0.976,0.493,0.936,0.335,-0.348,0.626,1,0.528
-1.185,0.987,0.488,0.133,-0.249,0.163,-1.047,0.494,-0.842,-1.647,1.978,-1.124,0,0.191
-0.424,0.234,-1.402,-0.348,-1.114,-0.509,-0.831,0.541,0.732,2.098,-1.251,-0.028,1,0.688
-1.248,1.564,0.106,-0.405,0.252,-0.571,0.157,1.141,0.666,1.245,-0.907,1.795,0,0.526
-0.533,-0.671,0.005,-1.078,0.025,0.803,-1.523,0.538,-0.209,0.227,-0.374,-1.433,1,0.765
0.132,2.034,1.201,1.073,0.685,-0.056,0.395,-0.001,0.205,0.39,3.227,-1.149,0,0.106
-1.704,0.374,0.19,1.131,0.558,0.823,1.743,-1.441,1.313,-1.801,0.959,1.607,1,0.881
0.697,0.055,-0.29,1.564,0.514,-0.677,-0.31,1.06,0.524,0.175,-0.808,-0.977,0,0.542
-0.862,1.738,0.44,-1.219,-0.506,-2.011,0.098,-0.561,1.059,-0.819,0.305,1.692,1,0.650
0.238,0.209,-0.609,-0.416,0.126,-1.106,-1.708,2.005,-0.334,0.854,-1.077,0.177,0,0.346
1.241,0.37,-0.364,-1.945,0.093,1.618,-1.269,0.295,1.585,0.315,0.035,0.638,1,0.546
-0.498,-0.138,-1.323,0.897,-0.826,0.386,-0.152,1.485,-2.104,-0.09,-0.773,-0.59,0,0.117
0.264,-1.28,-0.63,-1.682,0.841,1.184,0.74,-0.351,-0.52,-1.438,-0.093,0.43,1,0.729
0.348,-0.981,-0.629,0.695,-0.54,0.522,-0.983,-1.686,-0.675,-0.83,-0.62,-0.125,0,0.393
-1.582,0.305,-0.211,1.121,0.85,-0.43,0.486,0.59,-0.297,-0.089,0.39,0.696,1,0.427
2.05,0.224,0.698,-2.234,0.088,0.453,1.524,-1.023,-2.794,0.615,-1.258,0.275,0,0.119
-0.194,-0.943,-0.741,2.587,-0.959,0.165,0.441,-0.321,-1.166,-0.693,-1.192,0.348,1,0.430
1.751,0.341,-0.881,-0.716,-1.191,1.712,-0.574,-0.819,-0.395,0.747,0.043,-0.846,0,0.251
-1.492,0.393,1.032,0.147,-0.39,2.134,-0.688,1.346,0.941,-0.593,0.292,-1.262,1,0.532
-1.05,0.57,-0.142,-0.55,1.498,0.044,-1.138,-1.672,-0.781,-1.251,0.733,0.099,0,0.410
-1.603,0.281,0.747,-1.857,0.572,0.022,-1.101,2.205,1.998,-1.112,0.809,-2.655,1,0.902
-0.996,0.189,-0.574,1.851,-2.013,0.297,-0.102,0.783,-1.14,-1.599,1.377,-2.019,0,0.133
-0.926,-0.907,-0.405,-0.775,-1.406,-0.584,-1.429,1.114,1.67,0.784,0.566,-0.895,1,0.682
-0.118,1.421,-2.049,0.041,1.876,-0.836,-0.67,0.933,-1.927,-0.51,0.989,0.041,0,0.154
0.125,-0.137,-0.21,2.686,1.309,0.992,-0.309,-0.56,1.462,0.896,0.957,1.982,1,0.683
0.514,-0.75,0.156,0.263,-0.669,0.053,-0.513,1.667,1.537,-0.645,2.328,-0.922,0,0.581
2.009,-0.566,0.886,0.753,-1.006,1.089,3.212,-1.895,1.058,-1.431,0.279,2.124,1,0.922
1.494,-0.247,-1.417,0.339,-0.365,1.847,-0.135,1.474,-0.313,-1.21,-0.449,-1.528,0,0.306
-1.96,0.637,-0.397,-1.402,-1.216,-0.376,1.099,-1.287,0.856,0.257,-0.283,-0.67,1,0.527
0.322,0.799,0.502,-2.961,0.896,0.96,-1.658,0.731,0.706,-0.791,-3.664,2.529,0,0.547
0.738,0.569,0.09,-2.488,0.248,-0.345,-1.562,0.085,1.731,1.347,-1.675,-0.28,1,0.473
-2.445,0.019,1.542,1.051,-1.028,-0.074,-0.366,-0.921,-2.42,0.882,-0.737,-1.38,0,0.080
2.229,-1.16,-0.683,1.232,-0.932,-0.144,-0.625,-1.314,-0.91,-1.344,1.279,-0.02,1,0.174
-1.067,-0.868,-0.833,1.069,-1.682,1.26,0.379,-1.044,1.769,-0.609,-2.588,1.98,0,0.380
-2.61,0.816,0.749,0.68,-0.608,0.676,0.209,0.484,-0.123,2.626,-1.883,-0.802,1,0.842
-0.538,1.511,-1.464,0.471,-0.045,1.242,1.927,-1.505,0.828,-0.002,-0.88,0.826,0,0.300
0.995,1.013,-0.293,2.885,-0.271,0.496,-1.925,2.438,1.291,0.351,-0.182,-3.423,1,0.572
2.805,-0.319,-2.272,-0.101,-0.489,-0.656,-0.51,-0.264,0.12,-0.984,0.573,0.469,0,0.266
-0.431,1.31,0.689,0.069,-1.097,0.772,-0.236,2.012,0.857,-0.028,0.623,0.331,1,0.501
-0.941,2.235,0.272,0.263,1.034,0.246,0.123,0.167,0.473,-1.241,1.633,0.327,0,0.544
0.387,2.134,0.714,-1.751,1.136,0.598,2.044,2.289,-0.415,0.626,0.307,-3.594,1,0.745
0.887,0.549,-0.401,-0.447,0.614,-2.289,0.423,1.244,-1.296,-0.67,1.244,-1.261,0,0.136
-2.34,0.6,-1.936,-1.455,-3.407,-0.278,0.987,0.891,0.257,1.46,-1.282,-0.209,1,0.803
-1.192,1.34,0.236,0.183,-0.524,1.309,0.351,0.669,-1.522,-0.54,-1.416,1.158,0,0.307
0.303,0.86,0.475,-0.254,1.065,0.483,-2.009,-0.254,-0.148,-0.519,-0.828,0.089,1,0.440
-1.495,-0.525,2.247,0.067,0.254,0.564,0.044,-0.181,-3.519,0.819,0.231,-0.411,0,0.192
0.269,-0.338,0.591,-0.335,1.237,1.139,-3.0,-1.084,0.213,-1.87,-0.368,-0.33,1,0.693
0.198,-0.231,-0.464,0.457,-0.689,-0.1,-1.637,2.867,-0.645,-0.682,-0.746,-1.048,0,0.226
-1.145,-0.594,1.117,-0.642,2.483,0.138,-2.635,-1.989,0.696,1.142,-0.546,2.083,1,0.545
0.074,1.594,0.184,-1.263,0.977,1.909,-0.45,-0.269,0.2,-0.831,-1.514,-0.338,0,0.436
0.836,0.236,0.093,-0.435,-1.315,2.089,-2.796,0.092,0.32,-0.469,-0.698,-0.205,1,0.578
-2.522,-1.041,0.624,1.06,-0.24,-1.174,-0.558,0.03,-2.415,1.013,-0.134,0.801,0,0.277
0.652,-1.259,-1.353,0.192,0.724,-0.027,0.474,1.048,0.553,3.771,0.507,-0.562,1,0.971
0.108,0.48,1.941,1.501,0.361,-0.401,-0.397,-0.343,0.216,-2.655,-1.989,4.337,0,0.427
-2.9,-1.158,-0.306,1.622,-1.653,1.573,-0.156,0.94,-0.296,-0.283,2.102,0.339,1,0.159
0.852,0.182,2.284,-0.461,-1.551,0.272,0.564,-1.912,-1.024,0.757,-1.482,-0.364,0,0.170
0.707,-0.608,-0.692,0.505,1.63,-0.525,0.558,-0.515,-1.3,-0.414,-0.594,1.088,1,0.449
2.641,0.538,-0.352,1.504,-0.397,0.697,-0.263,-2.335,0.346,1.18,0.654,-1.163,0,0.110
-1.196,0.746,2.135,0.476,-0.175,0.266,-2.153,0.59,0.906,-1.188,1.292,-0.512,1,0.609
-0.061,-1.124,-1.4,0.601,-0.967,0.889,-0.309,-2.087,-1.36,-0.698,0.823,-1.096,0,0.217
-1.546,-0.385,1.116,-1.15,0.578,0.244,1.412,-0.74,-1.132,0.05,-0.223,-1.097,1,0.460
1.54,2.509,0.619,0.584,1.298,-1.41,-0.353,2.992,-1.002,-0.423,1.72,-0.131,0,0.088
-0.449,-0.999,-0.519,-1.195,-0.812,-0.94,-0.626,1.415,2.651,1.846,-2.01,-0.406,1,0.847
-0.317,0.799,-1.796,0.942,1.218,-1.25,-1.271,3.115,0.191,-0.234,0.455,-2.119,0,0.162
-1.507,1.026,0.159,-0.729,-0.078,0.339,0.651,-0.715,2.347,-1.257,-0.798,-0.206,1,0.764
-1.271,2.136,0.443,-0.308,-1.41,0.637,0.751,0.593,0.254,0.205,0.048,-0.039,0,0.646
2.303,-0.887,1.984,1.403,0.807,0.654,-0.331,-0.382,1.472,-1.334,-0.311,1.165,1,0.686
0.448,0.067,-2.035,0.838,-1.94,0.837,0.087,-1.422,0.27,-0.15,-1.679,-0.625,0,0.252
-0.801,1.61,0.479,0.058,1.5,0.307,-0.279,0.382,0.733,-0.594,-1.448,1.057,1,0.507
0.232,0.153,-0.06,-0.467,0.313,0.37,-0.997,1.356,0.751,-0.485,-1.734,1.474,0,0.369
-0.063,-0.541,-0.875,-0.791,-0.387,0.951,0.416,0.665,1.658,0.725,-0.527,1.117,1,0.578
-4.75,0.503,0.472,0.088,-1.189,-1.763,-0.495,0.695,0.647,1.063,-0.702,-1.882,0,0.314
1.632,-1.31,-0.277,-0.588,0.339,-0.205,-0.565,0.973,-0.972,1.736,-1.514,0.755,1,0.713
-1.222,0.732,1.01,-0.828,-2.072,1.236,-0.379,-1.906,0.973,-1.867,-0.675,1.098,0,0.633
-2.826,-0.112,-0.829,1.498,-0.473,0.479,-0.484,1.318,0.043,1.297,0.774,-0.029,1,0.476
-0.521,1.296,1.719,-1.966,-0.926,1.21,0.717,-1.29,-0.236,1.394,-1.643,-0.643,0,0.451
1.285,0.604,-0.005,1.698,0.098,0.649,3.984,-0.197,-2.161,-0.232,-1.706,2.157,1,0.693
2.13,-0.481,1.466,0.875,-0.327,0.677,0.221,-0.928,-0.301,0.135,0.658,1.081,0,0.292
-0.172,0.287,1.587,0.858,0.976,2.026,-0.299,0.774,-0.523,0.173,0.796,-1.179,1,0.218
0.193,2.403,1.679,-0.904,-1.575,0.536,0.796,-1.616,0.352,-0.675,0.302,-0.182,0,0.482
-0.425,0.171,1.991,-1.518,-0.952,1.0,1.197,1.193,1.889,-1.714,-0.763,-0.385,1,0.695
-1.028,1.766,-0.782,0.079,-0.96,-0.667,0.954,-0.013,-0.285,0.03,1.303,-0.206,0,0.211
-1.3,0.186,-1.734,-0.921,-0.829,-1.382,0.496,-0.415,1.737,1.637,-0.178,0.376,1,0.867
-1.537,1.16,-0.257,-0.034,-0.142,0.99,0.078,1.505,0.417,0.572,-1.704,2.548,0,0.424
-1.123,-0.789,0.411,1.52,0.868,0.512,0.293,-0.585,2.149,-0.73,0.169,-1.221,1,0.815
0.221,-0.642,0.15,-1.156,2.187,-0.129,1.823,-0.611,-0.787,0.213,1.24,-0.008,0,0.320
0.104,-1.573,-0.097,0.873,0.994,-0.178,-1.649,-0.279,1.173,-1.688,0.756,-0.296,1,0.851
0.164,-0.556,-1.252,0.295,-0.0,-1.341,0.275,1.93,2.153,-0.082,-1.608,0.895,0,0.448
-1.007,-0.461,0.867,1.726,-0.271,0.65,0.528,0.03,-0.616,0.86,2.019,2.038,1,0.598
0.039,1.275,-0.231,-1.794,-0.759,1.655,1.679,1.156,0.034,0.046,-1.848,-1.345,0,0.485
0.223,-0.138,0.099,2.636,-0.809,3.102,-0.555,1.217,1.381,2.767,0.355,-0.456,1,0.909
-2.456,-0.01,0.873,0.524,-1.44,1.414,-0.92,0.088,0.194,0.631,2.349,-1.939,0,0.182
-0.233,-0.054,-0.935,0.138,0.356,-0.532,-1.761,-0.812,-0.769,-0.268,0.317,-0.009,1,0.270
-0.077,-1.678,-0.177,0.296,-0.166,-1.887,-0.615,-1.569,1.497,0.184,-1.095,0.101,0,0.757
-0.432,0.378,1.455,1.296,0.308,-2.762,0.495,1.176,0.678,-1.855,-0.706,1.317,1,0.266
-0.724,1.213,-1.168,-0.584,-1.943,-0.308,2.061,-1.36,0.664,1.158,-0.968,-1.665,0,0.587
-0.143,0.086,-0.559,4.053,0.174,-1.809,-0.511,1.707,-0.809,-0.579,-1.235,0.901,1,0.687
0.35,-0.692,-0.869,0.603,-0.274,0.381,-0.338,1.645,0.305,-2.471,-0.724,1.145,0,0.758
-1.272,0.648,0.51,-1.53,-0.139,0.555,0.824,-1.654,0.977,-0.087,-1.019,-1.537,1,0.757
0.757,-0.402,-1.457,-0.567,0.19,-0.813,0.421,0.052,1.069,-0.268,0.468,-0.061,0,0.727
-0.546,2.058,1.713,-2.018,2.379,0.142,-2.001,3.424,-1.12,-2.124,-0.232,0.039,1,0.923
0.466,2.055,0.746,0.39,1.24,0.418,-0.175,0.87,-1.028,-0.754,0.447,-1.809,0,0.145
-1.088,0.087,0.943,-0.316,0.341,-0.011,0.703,1.394,0.436,-0.211,-1.895,-0.368,1,0.599
-1.141,1.104,-0.585,-0.06,0.521,-0.319,0.039,-1.126,0.849,0.033,0.711,4.836,0,0.378
0.804,-0.815,0.32,2.574,0.38,1.19,-0.431,-0.562,0.483,-0.278,0.256,0.577,1,0.808
-0.239,3.368,1.478,0.449,1.436,-0.171,0.649,-1.039,1.642,-0.639,1.519,-0.91,0,0.515
-0.865,2.781,0.402,-0.565,-0.055,0.896,3.005,-0.939,1.119,-1.023,0.512,-0.467,1,0.760
0.489,-1.202,-0.792,-0.486,0.073,1.86,-1.349,2.956,0.226,-1.306,1.533,-0.269,0,0.898
-0.902,0.845,0.05,-0.358,0.73,-1.208,2.247,-2.132,-3.094,-0.068,-2.418,1.022,1,0.430
-0.177,0.818,-1.042,-0.922,0.215,0.335,0.277,2.551,1.976,0.692,-2.045,1.166,0,0.430
-0.723,-1.172,-1.767,-1.776,-1.102,3.048,0.764,1.795,0.907,0.438,-1.092,-0.86,1,0.814
-0.565,0.418,0.044,1.953,-1.482,-0.47,0.635,2.1,-0.663,1.759,-1.947,1.067,0,0.693
0.746,-0.637,-1.094,-0.442,-0.407,-1.865,1.661,-0.876,0.321,0.493,0.746,1.782,1,0.816
-0.224,-0.711,1.437,2.298,-1.121,1.722,0.685,-1.679,0.592,-0.7,-1.094,0.917,0,0.493
-2.333,-0.107,-1.907,0.712,-1.122,-0.858,0.013,-0.153,0.076,-1.709,0.401,-1.492,1,0.231
-0.081,0.793,0.815,0.374,-1.082,0.106,-0.78,-0.701,-0.092,0.827,-1.282,-1.078,0,0.271
0.358,-0.208,-1.051,-0.314,-1.338,-0.577,-3.072,-0.458,-0.101,-0.321,-0.487,0.528,1,0.492
1.984,-0.047,-1.016,0.874,-0.111,-1.966,-0.869,-0.177,-0.346,-3.184,1.513,-2.363,0,0.110
-2.011,0.393,1.18,-0.816,-0.152,1.629,-3.144,-2.78,-0.574,-0.995,0.638,-0.042,1,0.864
-0.053,-0.775,-0.244,-0.248,1.341,0.061,-1.344,-1.172,-0.778,-0.588,2.698,0.02,0,0.403
-1.398,0.094,0.932,-1.524,-0.821,-0.235,-3.132,3.731,-0.902,0.815,-0.576,-2.425,1,0.617
-2.515,3.396,-0.881,2.984,1.506,0.578,1.369,2.361,-0.533,0.306,-2.224,-0.269,0,0.588
-0.5,0.428,0.149,-0.902,-1.579,0.931,-3.093,-0.082,-0.35,1.298,-1.668,-0.996,1,0.477
-0.932,1.808,-0.222,0.492,0.61,0.438,-0.459,2.918,-0.315,-0.946,-0.602,0.08,0,0.449
0.046,-1.857,-0.843,0.388,0.808,0.998,0.83,-0.474,0.341,0.266,0.627,0.816,1,0.872
1.944,1.049,-0.662,-1.457,0.528,-0.272,1.13,-0.866,-1.417,-0.166,3.186,0.12,0,0.075
1.002,-0.874,-0.491,-0.237,-0.838,0.473,-0.098,-0.572,1.857,-1.39,0.712,1.357,1,0.771
0.575,0.456,-1.787,-0.182,-2.163,0.81,0.603,0.418,-2.751,-1.081,0.148,1.097,0,0.191
-1.255,-0.781,1.112,1.184,-0.939,0.558,-1.432,0.841,-0.158,-1.363,0.163,-2.198,1,0.468
-0.74,0.446,-0.23,-0.2,-1.01,-0.705,-2.353,0.881,0.299,-0.036,-0.383,-1.878,0,0.433
1.08,0.5,-0.068,-1.612,-0.342,1.212,-3.988,1.684,-0.537,1.172,0.428,1.185,1,0.516
-1.185,0.186,-1.279,0.438,-1.199,1.411,-0.439,-0.855,-2.396,1.369,1.663,-4.191,0,0.047
